ID Consumidor	Gênero	Estado civil	Pets	Bairro
6666	M	Solteiro(a)	3	Cajati
6669	M	Casado(a)	4	Miracatu
6670	M	Solteiro(a)	2	Registro
6675	M	Casado(a)	5	Ilha Comprida
6677	F	Casado(a)	4	Registro
6679	M	Solteiro(a)	1	Registro
6681	M	Casado(a)	3	Cajati
6683	F	Casado(a)	5	Cajati
6684	M	Solteiro(a)	4	Ilha Comprida
6685	M	Casado(a)	1	Iguape
6687	M	Solteiro(a)	3	Cajati
6689	M	Solteiro(a)	1	Registro
6690	F	Casado(a)	2	Cajati
6692	M	Solteiro(a)	4	Miracatu
6693	F	Casado(a)	2	Registro
6695	M	Casado(a)	1	Ilha Comprida
6696	F	Casado(a)	3	Registro
6698	M	Casado(a)	1	Cajati
6702	F	Casado(a)	1	Registro
6703	M	Solteiro(a)	5	Miracatu
6708	F	Casado(a)	4	Miracatu
6709	M	Solteiro(a)	1	Miracatu
6710	F	Casado(a)	1	Cajati
6712	M	Casado(a)	3	Miracatu
6713	M	Casado(a)	2	Cajati
6714	F	Solteiro(a)	3	Iguape
6715	M	Solteiro(a)	5	Cajati
6717	F	Solteiro(a)	1	Registro
6720	M	Casado(a)	3	Cajati
6722	M	Solteiro(a)	1	Registro
6726	F	Solteiro(a)	3	Iguape
6729	M	Casado(a)	1	Cajati
6730	M	Casado(a)	2	Cajati
6732	F	Casado(a)	1	Registro
6733	F	Solteiro(a)	1	Cajati
6736	F	Solteiro(a)	1	Cajati
6739	F	Solteiro(a)	2	Miracatu
6741	F	Casado(a)	5	Miracatu
6744	M	Casado(a)	4	Cajati
6746	M	Casado(a)	4	Registro
6749	M	Solteiro(a)	4	Registro
6750	M	Casado(a)	1	Registro
6751	F	Casado(a)	2	Ilha Comprida
6754	M	Casado(a)	1	Registro
6757	M	Casado(a)	1	Registro
6759	M	Solteiro(a)	1	Ilha Comprida
6760	F	Casado(a)	2	Cajati
6761	F	Solteiro(a)	4	Miracatu
6762	M	Casado(a)	1	Registro
6766	M	Solteiro(a)	2	Miracatu
6769	F	Solteiro(a)	2	Registro
6771	F	Casado(a)	3	Cajati
6772	M	Solteiro(a)	2	Miracatu
6774	M	Casado(a)	3	Iguape
6775	F	Solteiro(a)	4	Cajati
6779	M	Solteiro(a)	1	Registro
6780	M	Casado(a)	3	Iguape
6782	M	Solteiro(a)	5	Registro
6785	F	Solteiro(a)	1	Registro
6787	M	Solteiro(a)	3	Registro
6788	F	Casado(a)	1	Registro
6791	M	Solteiro(a)	1	Iguape
6792	M	Casado(a)	4	Cajati
6793	F	Casado(a)	3	Cajati
6799	M	Solteiro(a)	2	Cajati
6800	F	Casado(a)	1	Miracatu
6804	M	Solteiro(a)	2	Registro
6805	M	Casado(a)	1	Registro
6806	M	Solteiro(a)	4	Registro
6807	F	Casado(a)	4	Cajati
6808	F	Casado(a)	3	Cajati
6810	M	Casado(a)	2	Iguape
6812	F	Solteiro(a)	3	Iguape
6814	M	Casado(a)	1	Ilha Comprida
6816	M	Casado(a)	3	Miracatu
6818	M	Solteiro(a)	5	Registro
6821	M	Casado(a)	3	Registro
6822	F	Solteiro(a)	5	Miracatu
6824	M	Casado(a)	4	Miracatu
6825	M	Casado(a)	3	Iguape
6829	M	Solteiro(a)	1	Miracatu
6832	M	Solteiro(a)	2	Miracatu
6835	M	Casado(a)	2	Miracatu
6836	M	Solteiro(a)	1	Cajati
6837	F	Solteiro(a)	2	Registro
6838	F	Solteiro(a)	2	Cajati
6841	M	Casado(a)	5	Miracatu
6842	F	Casado(a)	4	Miracatu
6843	M	Casado(a)	3	Cajati
6844	M	Solteiro(a)	2	Miracatu
6845	F	Casado(a)	4	Cajati
6846	M	Casado(a)	4	Cajati
6847	M	Casado(a)	2	Registro
6849	F	Solteiro(a)	3	Cajati
6850	M	Casado(a)	4	Cajati
6851	M	Solteiro(a)	2	Cajati
6854	M	Solteiro(a)	3	Cajati
6855	M	Casado(a)	3	Registro
6861	M	Solteiro(a)	5	Miracatu
6863	M	Solteiro(a)	2	Iguape
6864	F	Casado(a)	1	Cajati
6865	M	Solteiro(a)	1	Miracatu
6866	F	Casado(a)	5	Cajati
6870	M	Casado(a)	5	Cajati
6876	M	Casado(a)	5	Iguape
6877	M	Casado(a)	1	Miracatu
6880	F	Solteiro(a)	3	Cajati
6882	M	Solteiro(a)	1	Registro
6886	F	Solteiro(a)	5	Registro
6888	M	Solteiro(a)	4	Iguape
6890	F	Casado(a)	1	Ilha Comprida
6892	F	Solteiro(a)	4	Registro
6893	F	Casado(a)	3	Cajati
6895	F	Casado(a)	4	Iguape
6896	M	Casado(a)	1	Registro
6897	F	Casado(a)	2	Registro
6902	F	Casado(a)	1	Cajati
6904	M	Casado(a)	2	Cajati
6905	M	Casado(a)	1	Registro
6909	M	Solteiro(a)	2	Registro
6910	F	Solteiro(a)	2	Iguape
6912	F	Casado(a)	5	Miracatu
6914	M	Solteiro(a)	1	Registro
6915	F	Casado(a)	1	Registro
6916	M	Solteiro(a)	4	Registro
6922	F	Solteiro(a)	4	Cajati
6923	M	Solteiro(a)	5	Registro
6924	F	Solteiro(a)	2	Miracatu
6925	M	Solteiro(a)	4	Miracatu
6927	M	Solteiro(a)	3	Registro
6929	M	Solteiro(a)	3	Miracatu
6930	M	Casado(a)	3	Miracatu
6931	F	Casado(a)	1	Registro
6932	F	Solteiro(a)	2	Cajati
6933	M	Solteiro(a)	1	Cajati
6934	F	Solteiro(a)	4	Miracatu
6936	F	Solteiro(a)	1	Cajati
6937	F	Solteiro(a)	4	Miracatu
6938	F	Solteiro(a)	1	Iguape
6940	M	Casado(a)	4	Cajati
6941	M	Solteiro(a)	4	Cajati
6944	M	Casado(a)	1	Iguape
6945	M	Solteiro(a)	5	Cajati
6947	F	Casado(a)	2	Miracatu
6948	M	Solteiro(a)	4	Miracatu
6949	M	Casado(a)	3	Cajati
6950	F	Solteiro(a)	4	Iguape
6951	M	Casado(a)	2	Cajati
6956	F	Casado(a)	4	Cajati
6957	F	Solteiro(a)	2	Miracatu
6958	M	Solteiro(a)	4	Registro
6960	F	Casado(a)	3	Cajati
6961	M	Solteiro(a)	1	Registro
6962	F	Solteiro(a)	2	Registro
6964	M	Solteiro(a)	1	Registro
6966	M	Casado(a)	3	Miracatu
6968	M	Casado(a)	2	Iguape
6970	M	Casado(a)	2	Registro
6971	M	Casado(a)	4	Registro
6972	M	Casado(a)	2	Miracatu
6974	M	Solteiro(a)	1	Ilha Comprida
6975	M	Solteiro(a)	3	Registro
6977	M	Casado(a)	1	Miracatu
6982	M	Casado(a)	1	Cajati
6992	M	Solteiro(a)	3	Iguape
6995	M	Solteiro(a)	4	Miracatu
6997	F	Casado(a)	4	Cajati
6998	M	Casado(a)	1	Iguape
6999	M	Solteiro(a)	5	Miracatu
7000	F	Solteiro(a)	3	Registro
7001	M	Casado(a)	5	Miracatu
7002	M	Casado(a)	3	Miracatu
7003	F	Solteiro(a)	4	Cajati
7006	M	Casado(a)	1	Cajati
7011	M	Casado(a)	4	Registro
7012	M	Casado(a)	3	Cajati
7013	F	Solteiro(a)	1	Registro
7014	M	Casado(a)	2	Miracatu
7015	M	Solteiro(a)	5	Iguape
7016	F	Solteiro(a)	1	Miracatu
7018	M	Solteiro(a)	5	Cajati
7031	F	Casado(a)	4	Miracatu
7032	M	Casado(a)	1	Ilha Comprida
7033	F	Casado(a)	1	Cajati
7035	F	Casado(a)	3	Cajati
7039	M	Casado(a)	2	Registro
7046	F	Solteiro(a)	2	Cajati
7051	F	Casado(a)	4	Miracatu
7052	F	Casado(a)	1	Iguape
7055	M	Casado(a)	3	Miracatu
7056	F	Casado(a)	1	Miracatu
7059	M	Solteiro(a)	2	Cajati
7060	M	Casado(a)	3	Cajati
7061	M	Solteiro(a)	2	Iguape
7063	F	Casado(a)	4	Miracatu
7065	F	Casado(a)	4	Cajati
7066	F	Casado(a)	1	Ilha Comprida
7068	F	Solteiro(a)	2	Miracatu
7069	F	Casado(a)	3	Miracatu
7072	F	Solteiro(a)	2	Miracatu
7074	F	Solteiro(a)	1	Registro
7075	F	Casado(a)	3	Cajati
7076	F	Solteiro(a)	3	Cajati
7079	F	Solteiro(a)	4	Miracatu
7081	M	Casado(a)	2	Cajati
7085	F	Solteiro(a)	3	Miracatu
7087	M	Solteiro(a)	4	Registro
7095	M	Casado(a)	3	Miracatu
7097	M	Solteiro(a)	4	Registro
7099	M	Casado(a)	5	Cajati
7101	F	Casado(a)	1	Cajati
7103	F	Solteiro(a)	3	Cajati
7104	F	Casado(a)	4	Registro
7105	M	Casado(a)	1	Miracatu
7106	F	Casado(a)	1	Miracatu
7107	M	Casado(a)	4	Registro
7109	M	Solteiro(a)	3	Miracatu
7110	M	Solteiro(a)	3	Iguape
7112	M	Solteiro(a)	2	Miracatu
7113	F	Solteiro(a)	1	Registro
7116	M	Casado(a)	2	Registro
7117	M	Casado(a)	4	Cajati
7120	M	Solteiro(a)	4	Cajati
7121	F	Solteiro(a)	4	Iguape
7123	F	Solteiro(a)	5	Miracatu
7124	F	Solteiro(a)	1	Cajati
7127	M	Solteiro(a)	5	Cajati
7128	F	Casado(a)	2	Iguape
7129	M	Casado(a)	5	Cajati
7131	M	Solteiro(a)	2	Miracatu
7132	F	Casado(a)	1	Cajati
7133	F	Casado(a)	2	Ilha Comprida
7134	F	Casado(a)	5	Miracatu
7139	M	Casado(a)	5	Cajati
7140	M	Solteiro(a)	1	Miracatu
7141	M	Casado(a)	3	Cajati
7146	F	Casado(a)	2	Iguape
7147	F	Solteiro(a)	1	Ilha Comprida
7148	M	Casado(a)	5	Cajati
7149	F	Solteiro(a)	4	Cajati
7151	M	Solteiro(a)	4	Miracatu
7152	M	Casado(a)	1	Miracatu
7153	M	Solteiro(a)	3	Miracatu
7154	F	Casado(a)	5	Miracatu
7155	F	Casado(a)	5	Registro
7158	M	Solteiro(a)	4	Iguape
7164	M	Casado(a)	2	Registro
7166	M	Solteiro(a)	1	Registro
7169	F	Solteiro(a)	4	Iguape
7171	M	Solteiro(a)	3	Iguape
7173	M	Solteiro(a)	5	Ilha Comprida
7175	M	Solteiro(a)	4	Registro
7176	M	Casado(a)	4	Iguape
7178	F	Casado(a)	1	Miracatu
7180	M	Solteiro(a)	4	Miracatu
7181	F	Casado(a)	1	Cajati
7182	F	Solteiro(a)	1	Cajati
7185	M	Solteiro(a)	2	Miracatu
7189	F	Solteiro(a)	4	Cajati
7190	M	Solteiro(a)	2	Iguape
7193	M	Solteiro(a)	1	Cajati
7195	F	Solteiro(a)	1	Registro
7201	F	Solteiro(a)	1	Cajati
7202	F	Casado(a)	2	Miracatu
7203	M	Solteiro(a)	4	Cajati
7204	M	Casado(a)	1	Miracatu
7206	F	Solteiro(a)	1	Cajati
7207	M	Casado(a)	3	Cajati
7209	F	Casado(a)	1	Miracatu
7213	F	Solteiro(a)	4	Iguape
7215	F	Solteiro(a)	3	Miracatu
7216	F	Casado(a)	4	Iguape
7218	F	Casado(a)	2	Cajati
7220	M	Casado(a)	2	Miracatu
7221	F	Solteiro(a)	2	Registro
7223	F	Casado(a)	2	Cajati
7224	M	Casado(a)	2	Cajati
7227	M	Solteiro(a)	4	Registro
7231	M	Solteiro(a)	3	Iguape
7232	M	Casado(a)	3	Miracatu
7234	F	Casado(a)	4	Miracatu
7236	F	Solteiro(a)	5	Miracatu
7237	M	Solteiro(a)	1	Registro
7238	M	Solteiro(a)	5	Iguape
7239	M	Solteiro(a)	4	Miracatu
7240	M	Solteiro(a)	4	Iguape
7241	M	Casado(a)	4	Cajati
7242	M	Casado(a)	3	Miracatu
7243	F	Solteiro(a)	3	Cajati
7245	F	Casado(a)	1	Registro
7246	M	Casado(a)	1	Cajati
7247	M	Solteiro(a)	2	Miracatu
7250	M	Casado(a)	4	Cajati
7252	F	Casado(a)	1	Cajati
7255	M	Casado(a)	1	Miracatu
7257	M	Solteiro(a)	1	Cajati
7261	M	Solteiro(a)	1	Miracatu
7262	F	Solteiro(a)	2	Cajati
7263	M	Solteiro(a)	3	Miracatu
7266	F	Casado(a)	2	Miracatu
7267	F	Casado(a)	4	Registro
7268	F	Solteiro(a)	3	Cajati
7269	F	Casado(a)	5	Cajati
7274	F	Solteiro(a)	4	Cajati
7275	F	Casado(a)	1	Cajati
7276	M	Solteiro(a)	1	Iguape
7279	F	Casado(a)	3	Iguape
7281	F	Casado(a)	2	Cajati
7282	F	Solteiro(a)	3	Cajati
7283	F	Casado(a)	3	Cajati
7286	M	Solteiro(a)	3	Registro
7287	F	Solteiro(a)	2	Miracatu
7292	F	Solteiro(a)	4	Cajati
7293	M	Solteiro(a)	1	Ilha Comprida
7297	F	Solteiro(a)	4	Miracatu
7298	F	Casado(a)	3	Miracatu
7300	F	Casado(a)	4	Cajati
7301	M	Casado(a)	5	Miracatu
7304	M	Casado(a)	2	Iguape
7305	F	Solteiro(a)	2	Miracatu
7306	F	Solteiro(a)	4	Cajati
7307	M	Casado(a)	1	Registro
7308	M	Casado(a)	2	Registro
7310	M	Casado(a)	5	Miracatu
7312	F	Solteiro(a)	1	Miracatu
7315	F	Solteiro(a)	1	Registro
7319	M	Casado(a)	4	Cajati
7321	M	Casado(a)	4	Iguape
7322	F	Solteiro(a)	2	Registro
7323	M	Solteiro(a)	2	Miracatu
7324	F	Solteiro(a)	3	Registro
7328	F	Solteiro(a)	1	Iguape
7331	F	Casado(a)	4	Miracatu
7332	F	Solteiro(a)	3	Registro
7336	M	Solteiro(a)	1	Ilha Comprida
7337	M	Solteiro(a)	2	Iguape
7338	F	Casado(a)	3	Miracatu
7341	M	Solteiro(a)	5	Miracatu
7342	M	Casado(a)	1	Registro
7343	F	Solteiro(a)	2	Cajati
7348	M	Casado(a)	5	Miracatu
7352	F	Solteiro(a)	4	Cajati
7354	F	Casado(a)	3	Miracatu
7355	M	Solteiro(a)	1	Cajati
7356	F	Casado(a)	4	Registro
7357	M	Solteiro(a)	1	Miracatu
7359	F	Casado(a)	4	Cajati
7361	F	Solteiro(a)	2	Miracatu
7362	M	Solteiro(a)	2	Miracatu
7364	M	Solteiro(a)	3	Registro
7365	F	Solteiro(a)	2	Cajati
7366	F	Casado(a)	2	Miracatu
7368	F	Solteiro(a)	1	Miracatu
7370	M	Solteiro(a)	3	Iguape
7373	M	Casado(a)	3	Cajati
7376	M	Solteiro(a)	2	Iguape
7377	M	Casado(a)	2	Miracatu
7379	M	Solteiro(a)	1	Registro
7382	F	Casado(a)	3	Ilha Comprida
7384	M	Solteiro(a)	5	Miracatu
7387	F	Casado(a)	5	Miracatu
7391	M	Casado(a)	4	Cajati
7392	M	Solteiro(a)	1	Registro
7393	F	Solteiro(a)	1	Miracatu
7401	M	Casado(a)	2	Miracatu
7403	F	Solteiro(a)	1	Iguape
7406	F	Casado(a)	1	Miracatu
7407	M	Casado(a)	5	Registro
7408	M	Casado(a)	2	Registro
7409	M	Casado(a)	3	Registro
7410	M	Casado(a)	1	Cajati
7412	F	Casado(a)	3	Registro
7413	F	Solteiro(a)	3	Miracatu
7416	F	Solteiro(a)	4	Cajati
7418	F	Solteiro(a)	4	Registro
7420	F	Solteiro(a)	3	Ilha Comprida
7424	F	Solteiro(a)	5	Iguape
7425	M	Solteiro(a)	1	Registro
7432	F	Casado(a)	2	Cajati
7433	M	Solteiro(a)	1	Miracatu
7434	M	Solteiro(a)	4	Miracatu
7437	M	Solteiro(a)	4	Registro
7438	F	Solteiro(a)	2	Ilha Comprida
7439	M	Solteiro(a)	3	Cajati
7441	M	Casado(a)	3	Miracatu
7444	M	Solteiro(a)	5	Cajati
7445	F	Solteiro(a)	4	Cajati
7446	M	Casado(a)	1	Cajati
7447	M	Solteiro(a)	4	Registro
7448	M	Casado(a)	3	Registro
7449	M	Casado(a)	2	Miracatu
7450	M	Solteiro(a)	4	Ilha Comprida
7451	F	Solteiro(a)	4	Iguape
7452	M	Solteiro(a)	4	Registro
7453	M	Casado(a)	4	Miracatu
7454	M	Casado(a)	2	Registro
7455	M	Solteiro(a)	2	Cajati
7456	M	Solteiro(a)	1	Ilha Comprida
7457	M	Solteiro(a)	1	Cajati
7459	F	Casado(a)	3	Registro
7460	F	Casado(a)	3	Registro
7461	F	Solteiro(a)	1	Ilha Comprida
7462	F	Casado(a)	4	Ilha Comprida
7465	F	Solteiro(a)	4	Cajati
7469	F	Casado(a)	2	Cajati
7470	M	Solteiro(a)	4	Cajati
7471	M	Casado(a)	1	Registro
7472	M	Casado(a)	1	Miracatu
7474	M	Solteiro(a)	4	Registro
7476	F	Solteiro(a)	3	Registro
7477	M	Casado(a)	4	Cajati
7478	F	Casado(a)	1	Registro
7479	F	Casado(a)	1	Cajati
7480	F	Solteiro(a)	3	Ilha Comprida
7481	M	Solteiro(a)	3	Cajati
7484	M	Solteiro(a)	3	Miracatu
7485	M	Casado(a)	2	Iguape
7486	M	Casado(a)	1	Miracatu
7487	F	Solteiro(a)	4	Registro
7489	M	Casado(a)	3	Miracatu
7490	M	Solteiro(a)	2	Miracatu
7493	F	Casado(a)	3	Miracatu
7494	F	Casado(a)	3	Cajati
7496	M	Solteiro(a)	2	Cajati
7501	F	Solteiro(a)	1	Miracatu
7502	M	Solteiro(a)	1	Miracatu
7505	M	Solteiro(a)	4	Cajati
7510	M	Solteiro(a)	2	Cajati
7511	M	Solteiro(a)	1	Registro
7512	M	Casado(a)	4	Registro
7514	M	Casado(a)	4	Cajati
7517	M	Casado(a)	4	Registro
7519	F	Casado(a)	2	Miracatu
7521	M	Casado(a)	3	Cajati
7522	M	Casado(a)	3	Cajati
7523	M	Casado(a)	5	Cajati
7525	M	Casado(a)	2	Ilha Comprida
7526	M	Solteiro(a)	3	Cajati
7529	F	Casado(a)	4	Cajati
7530	M	Casado(a)	1	Miracatu
7534	M	Solteiro(a)	3	Cajati
7535	F	Solteiro(a)	2	Cajati
7536	F	Solteiro(a)	4	Cajati
7541	M	Casado(a)	5	Miracatu
7546	M	Casado(a)	1	Cajati
7547	M	Solteiro(a)	5	Miracatu
7548	M	Casado(a)	2	Cajati
7550	M	Casado(a)	4	Registro
7552	M	Casado(a)	3	Iguape
7555	M	Casado(a)	2	Miracatu
7556	F	Solteiro(a)	5	Cajati
7558	M	Solteiro(a)	4	Cajati
7559	M	Casado(a)	1	Registro
7560	M	Solteiro(a)	4	Cajati
7562	M	Solteiro(a)	1	Cajati
7563	F	Solteiro(a)	3	Iguape
7565	F	Casado(a)	1	Cajati
7566	M	Casado(a)	4	Registro
7567	M	Casado(a)	2	Miracatu
7569	F	Casado(a)	1	Cajati
7570	M	Casado(a)	4	Cajati
7571	F	Casado(a)	1	Cajati
7573	M	Casado(a)	1	Miracatu
7576	F	Casado(a)	1	Cajati
7580	F	Solteiro(a)	2	Cajati
7584	F	Casado(a)	2	Registro
7586	M	Casado(a)	4	Ilha Comprida
7587	M	Solteiro(a)	1	Registro
7588	M	Solteiro(a)	1	Iguape
7589	F	Solteiro(a)	5	Cajati
7590	M	Casado(a)	1	Miracatu
7591	F	Casado(a)	4	Cajati
7593	F	Solteiro(a)	3	Iguape
7594	M	Solteiro(a)	4	Miracatu
7595	M	Casado(a)	2	Miracatu
7596	M	Solteiro(a)	2	Miracatu
7598	M	Solteiro(a)	2	Iguape
7599	F	Solteiro(a)	1	Registro
7601	F	Casado(a)	3	Miracatu
7602	F	Solteiro(a)	4	Registro
7605	M	Casado(a)	4	Registro
7606	M	Solteiro(a)	4	Miracatu
7607	F	Casado(a)	5	Cajati
7609	F	Solteiro(a)	1	Miracatu
7610	M	Solteiro(a)	1	Registro
7611	F	Casado(a)	2	Cajati
7612	F	Solteiro(a)	1	Registro
7613	M	Casado(a)	4	Ilha Comprida
7614	M	Casado(a)	3	Iguape
7615	M	Solteiro(a)	1	Registro
7617	F	Casado(a)	3	Miracatu
7618	M	Casado(a)	3	Miracatu
7619	F	Solteiro(a)	5	Registro
7620	M	Solteiro(a)	2	Registro
7621	F	Solteiro(a)	2	Cajati
7622	F	Solteiro(a)	1	Miracatu
7624	F	Solteiro(a)	1	Miracatu
7626	M	Casado(a)	3	Registro
7627	F	Casado(a)	4	Iguape
7628	M	Solteiro(a)	3	Registro
7630	F	Casado(a)	3	Registro
7632	M	Casado(a)	4	Cajati
7633	F	Solteiro(a)	4	Miracatu
7634	M	Solteiro(a)	3	Iguape
7636	F	Casado(a)	1	Cajati
7638	F	Casado(a)	2	Cajati
7639	M	Casado(a)	2	Cajati
7641	F	Casado(a)	2	Cajati
7642	M	Casado(a)	4	Cajati
7643	M	Solteiro(a)	4	Miracatu
7646	M	Casado(a)	5	Cajati
7652	M	Casado(a)	1	Registro
7654	F	Solteiro(a)	4	Cajati
7655	M	Casado(a)	3	Cajati
7656	M	Casado(a)	5	Ilha Comprida
7657	M	Solteiro(a)	1	Miracatu
7658	F	Casado(a)	2	Iguape
7659	F	Solteiro(a)	1	Registro
7660	F	Solteiro(a)	4	Registro
7662	M	Casado(a)	5	Miracatu
7663	F	Solteiro(a)	4	Registro
7664	M	Solteiro(a)	1	Miracatu
7666	M	Solteiro(a)	2	Registro
7670	F	Solteiro(a)	2	Cajati
7672	F	Casado(a)	3	Cajati
7674	F	Casado(a)	3	Registro
7675	M	Solteiro(a)	5	Iguape
7678	F	Solteiro(a)	1	Iguape
7683	F	Casado(a)	1	Ilha Comprida
7684	M	Casado(a)	3	Registro
7685	F	Solteiro(a)	2	Registro
7689	M	Solteiro(a)	4	Cajati
7693	M	Casado(a)	4	Registro
7694	F	Solteiro(a)	2	Cajati
7695	F	Solteiro(a)	4	Registro
7696	M	Solteiro(a)	2	Iguape
7698	F	Casado(a)	1	Ilha Comprida
7700	M	Casado(a)	1	Iguape
7701	F	Casado(a)	4	Cajati
7702	M	Solteiro(a)	2	Miracatu
7703	M	Solteiro(a)	5	Registro
7704	M	Casado(a)	3	Miracatu
7705	M	Solteiro(a)	1	Cajati
7708	M	Casado(a)	3	Registro
7711	M	Casado(a)	3	Registro
7713	F	Solteiro(a)	1	Cajati
7714	F	Casado(a)	2	Cajati
7715	M	Casado(a)	4	Cajati
7717	F	Casado(a)	2	Miracatu
7718	M	Casado(a)	3	Registro
7720	F	Casado(a)	3	Cajati
7721	M	Solteiro(a)	3	Cajati
7723	F	Casado(a)	2	Cajati
7724	M	Casado(a)	1	Cajati
7725	M	Casado(a)	1	Ilha Comprida
7726	F	Solteiro(a)	1	Registro
7727	M	Solteiro(a)	1	Miracatu
7728	M	Casado(a)	1	Iguape
7729	M	Solteiro(a)	4	Miracatu
7731	F	Casado(a)	5	Registro
7733	M	Solteiro(a)	5	Cajati
7734	F	Solteiro(a)	1	Iguape
7743	F	Solteiro(a)	1	Miracatu
7745	M	Casado(a)	2	Iguape
7746	M	Casado(a)	1	Iguape
7747	F	Casado(a)	5	Registro
7750	F	Casado(a)	2	Cajati
7751	F	Casado(a)	2	Iguape
7752	F	Solteiro(a)	2	Cajati
7753	M	Casado(a)	5	Registro
7757	M	Casado(a)	2	Registro
7758	F	Casado(a)	2	Iguape
7764	F	Casado(a)	1	Registro
7767	M	Solteiro(a)	1	Miracatu
7768	F	Casado(a)	3	Cajati
7769	M	Solteiro(a)	1	Miracatu
7770	M	Solteiro(a)	4	Registro
7775	M	Solteiro(a)	4	Cajati
7776	F	Casado(a)	2	Registro
7779	M	Casado(a)	4	Registro
7780	M	Solteiro(a)	3	Cajati
7781	M	Solteiro(a)	2	Cajati
7782	F	Solteiro(a)	3	Miracatu
7786	M	Solteiro(a)	1	Ilha Comprida
7787	M	Solteiro(a)	3	Iguape
7788	F	Solteiro(a)	3	Iguape
7789	F	Solteiro(a)	1	Cajati
7791	M	Solteiro(a)	5	Cajati
7792	M	Solteiro(a)	1	Cajati
7793	M	Casado(a)	4	Miracatu
7794	M	Casado(a)	5	Iguape
7797	M	Solteiro(a)	5	Cajati
7800	F	Casado(a)	4	Miracatu
7801	M	Casado(a)	3	Cajati
7806	F	Casado(a)	1	Cajati
7807	F	Casado(a)	4	Cajati
7808	F	Casado(a)	4	Cajati
7810	F	Solteiro(a)	5	Miracatu
7811	M	Solteiro(a)	4	Miracatu
7812	F	Solteiro(a)	1	Registro
7813	M	Casado(a)	2	Cajati
7814	M	Casado(a)	5	Miracatu
7816	M	Casado(a)	4	Registro
7818	F	Casado(a)	4	Miracatu
7821	M	Casado(a)	4	Cajati
7822	F	Solteiro(a)	2	Miracatu
7823	F	Casado(a)	5	Cajati
7828	M	Casado(a)	3	Miracatu
7830	M	Solteiro(a)	5	Cajati
7831	F	Casado(a)	4	Cajati
7832	F	Solteiro(a)	3	Cajati
7835	F	Casado(a)	4	Cajati
7836	M	Solteiro(a)	5	Miracatu
7839	M	Casado(a)	3	Registro
7841	M	Casado(a)	5	Cajati
7842	F	Solteiro(a)	2	Cajati
7843	F	Solteiro(a)	4	Ilha Comprida
7845	F	Casado(a)	5	Cajati
7848	M	Solteiro(a)	1	Registro
7849	M	Casado(a)	2	Miracatu
7851	M	Solteiro(a)	4	Registro
7852	F	Casado(a)	3	Miracatu
7855	F	Solteiro(a)	3	Miracatu
7856	F	Casado(a)	4	Registro
7857	F	Solteiro(a)	3	Cajati
7859	F	Solteiro(a)	4	Cajati
7860	M	Casado(a)	2	Iguape
7861	M	Casado(a)	4	Cajati
7862	M	Casado(a)	4	Miracatu
7863	F	Casado(a)	5	Registro
7865	F	Casado(a)	1	Ilha Comprida
7868	F	Casado(a)	4	Miracatu
7869	M	Solteiro(a)	1	Registro
7870	F	Solteiro(a)	1	Cajati
7872	F	Solteiro(a)	4	Registro
7873	M	Solteiro(a)	1	Miracatu
7874	F	Casado(a)	1	Iguape
7880	F	Solteiro(a)	5	Registro
7881	M	Casado(a)	3	Miracatu
7882	M	Casado(a)	2	Cajati
7884	F	Casado(a)	1	Miracatu
7886	M	Solteiro(a)	1	Registro
7887	M	Solteiro(a)	2	Miracatu
7888	F	Solteiro(a)	2	Iguape
7890	F	Casado(a)	1	Miracatu
7893	M	Casado(a)	2	Miracatu
7896	F	Casado(a)	2	Iguape
7897	M	Solteiro(a)	5	Cajati
7902	M	Casado(a)	1	Miracatu
7904	M	Solteiro(a)	4	Cajati
7905	M	Casado(a)	4	Cajati
7906	M	Casado(a)	1	Cajati
7909	F	Casado(a)	4	Miracatu
7910	F	Solteiro(a)	1	Cajati
7913	M	Solteiro(a)	1	Cajati
7914	F	Casado(a)	2	Miracatu
7915	F	Casado(a)	1	Cajati
7917	F	Solteiro(a)	4	Iguape
7920	M	Solteiro(a)	3	Cajati
7921	F	Solteiro(a)	1	Ilha Comprida
7924	M	Casado(a)	1	Cajati
7927	M	Casado(a)	3	Cajati
7929	M	Casado(a)	4	Iguape
7930	F	Casado(a)	5	Miracatu
7934	M	Solteiro(a)	3	Registro
7936	M	Casado(a)	1	Registro
7938	M	Solteiro(a)	1	Miracatu
7939	M	Solteiro(a)	3	Registro
7940	F	Casado(a)	1	Cajati
7942	M	Solteiro(a)	5	Miracatu
7945	F	Solteiro(a)	2	Registro
7946	F	Casado(a)	1	Iguape
7950	F	Solteiro(a)	4	Ilha Comprida
7951	F	Solteiro(a)	1	Cajati
7952	M	Casado(a)	4	Cajati
7954	M	Solteiro(a)	2	Registro
7956	F	Solteiro(a)	2	Ilha Comprida
7958	M	Casado(a)	1	Iguape
7960	F	Casado(a)	2	Registro
7961	F	Casado(a)	1	Ilha Comprida
7963	M	Solteiro(a)	3	Miracatu
7964	F	Casado(a)	2	Miracatu
7965	F	Casado(a)	3	Cajati
7967	F	Solteiro(a)	4	Cajati
7968	F	Casado(a)	2	Cajati
7969	F	Solteiro(a)	2	Iguape
7970	F	Solteiro(a)	2	Registro
7971	M	Casado(a)	4	Miracatu
7972	F	Casado(a)	1	Registro
7976	M	Casado(a)	1	Iguape
